input,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9
buildings_other_bio_oil_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_diesel_in_crude_oil_share,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
industry_biodiesel_in_crude_oil_share,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
industry_kerosene_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_bio_kerosene_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_lpg_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
industry_other_oil_in_crude_oil_share,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
industry_other_bio_oil_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_diesel_in_crude_oil_share,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
agriculture_biodiesel_in_crude_oil_share,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
agriculture_kerosene_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_bio_kerosene_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_lpg_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_other_oil_in_crude_oil_share,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
agriculture_other_bio_oil_in_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuel_production_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuel_production_crude_oil,563.25,563.25,563.25,563.25,563.25,563.25,563.25,563.25,563.25,563.25
fuel_production_natural_gas,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5,355.5
fuel_production_uranium_oxide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wtp_of_households_flexibility_p2p_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wta_of_households_flexibility_p2p_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settings_enable_storage_optimisation_households_flexibility_p2p_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transport_car_using_electricity_availability,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
volume_of_transport_car_using_electricity,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
transport_bus_using_electricity_availability,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
volume_of_transport_bus_using_electricity,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
transport_truck_using_electricity_availability,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
volume_of_transport_truck_using_electricity,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
transport_van_using_electricity_availability,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
volume_of_transport_van_using_electricity,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
wtp_of_transport_car_flexibility_p2p_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wta_of_transport_car_flexibility_p2p_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settings_enable_storage_optimisation_transport_car_flexibility_p2p_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volume_of_energy_flexibility_mv_batteries_electricity,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
wtp_of_energy_flexibility_mv_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wta_of_energy_flexibility_mv_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settings_enable_storage_optimisation_energy_flexibility_mv_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capacity_of_energy_flexibility_pumped_storage_electricity,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
volume_of_energy_flexibility_pumped_storage_electricity,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6
wtp_of_energy_flexibility_pumped_storage_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wta_of_energy_flexibility_pumped_storage_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settings_enable_storage_optimisation_energy_flexibility_pumped_storage_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capacity_of_energy_flexibility_hv_opac_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volume_of_energy_flexibility_hv_opac_electricity,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6
wtp_of_energy_flexibility_hv_opac_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wta_of_energy_flexibility_hv_opac_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settings_enable_storage_optimisation_energy_flexibility_hv_opac_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wtp_of_energy_flexibility_flow_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wta_of_energy_flexibility_flow_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settings_enable_storage_optimisation_energy_flexibility_flow_batteries_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capacity_of_energy_hydrogen_flexibility_p2g_electricity,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
wtp_of_energy_hydrogen_flexibility_p2g_electricity,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
capacity_of_energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capacity_of_energy_heat_flexibility_p2h_heatpump_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wtp_of_energy_heat_flexibility_p2h_boiler_electricity,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
wtp_of_energy_heat_flexibility_p2h_heatpump_electricity,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
wtp_of_industry_chemicals_refineries_flexibility_p2h_electricity,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
wtp_of_industry_chemicals_fertilizers_flexibility_p2h_electricity,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
wtp_of_industry_chemicals_other_flexibility_p2h_electricity,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
wtp_of_industry_other_food_flexibility_p2h_electricity,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
wtp_of_industry_other_paper_flexibility_p2h_electricity,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
wtp_of_agriculture_flexibility_p2h_electricity,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
wtp_of_energy_production_synthetic_kerosene_dispatchable,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
curtailment_of_households_solar_pv_solar_radiation,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
curtailment_of_buildings_solar_pv_solar_radiation,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
curtailment_of_energy_power_solar_pv_solar_radiation,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
curtailment_of_energy_power_solar_pv_offshore,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
relative_capacity_of_electrolyser,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
relative_capacity_of_offshore_cable,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
wtp_of_energy_hydrogen_hybrid_electrolysis_wind_electricity,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
transport_car_using_electricity_custom_profile_charging_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexibility_heat_pump_space_heating_cop_cutoff_gas,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
flexibility_heat_pump_space_heating_cop_cutoff_crude_oil,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
flexibility_heat_pump_water_heating_cop_cutoff,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
electricity_interconnector_1_co2_emissions_present,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9
electricity_interconnector_1_co2_emissions_future,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
flexibility_outdoor_temperature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flh_of_energy_power_wind_turbine_coastal,2644.0,2644.0,2644.0,2644.0,2644.0,2644.0,2644.0,2644.0,2644.0,2644.0
flh_of_energy_power_wind_turbine_offshore,3734.0,3734.0,3734.0,3734.0,3734.0,3734.0,3734.0,3734.0,3734.0,3734.0
flh_of_energy_hydrogen_wind_turbine_offshore,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
change_in_energetic_emissions_other_ghg_households,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_energetic_emissions_other_ghg_buildings,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_energetic_emissions_other_ghg_transport,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_co2_chemical_industry,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_co2_waste_management,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_co2_other_industry,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_chemical_industry,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_waste_management,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_other_industry,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_energetic_emissions_other_ghg_industry,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_energetic_emissions_other_ghg_energy,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_co2_agriculture_manure,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_co2_agriculture_soil_cultivation,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_agriculture_manure,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_agriculture_soil_cultivation,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_agriculture_fermentation,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_non_energetic_emissions_other_ghg_agriculture_other,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_energetic_emissions_other_ghg_agriculture,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
change_in_indirect_emissions_co2,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
share_of_molecules_other_utilisation_delayed_emitted_co2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
share_of_molecules_other_utilisation_delayed_indefinitely_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand_of_molecules_direct_air_capture_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_power_ultra_supercritical_ccs_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_power_combined_cycle_ccs_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_power_combined_cycle_ccs_network_gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_chp_supercritical_ccs_ht_waste_mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_chp_supercritical_ccs_mt_waste_mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_power_supercritical_ccs_waste_mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_power_wood_pellets_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_power_wood_pellets_ccs_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_chp_local_mt_wood_pellets_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_chp_local_mt_wood_pellets_ccs_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_chp_local_ht_wood_pellets_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_chp_local_ht_wood_pellets_ccs_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_hydrogen_steam_methane_reformer_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_hydrogen_autothermal_reformer_ccs_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_energy_hydrogen_biomass_gasification_ccs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_industry_steel_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_industry_chemicals_fertilizers_captured_processes_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_industry_chemicals_fertilizers_captured_combustion_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_industry_other_paper_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_industry_other_food_captured_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volume_of_molecules_import_co2_baseload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand_of_molecules_offshore_sequestration_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
output_of_energy_production_synthetic_kerosene_must_run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
output_of_energy_production_synthetic_methanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand_of_molecules_other_utilisation_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capacity_of_energy_production_synthetic_kerosene_dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_of_molecules_transport_pipelines_co2,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
share_of_molecules_transport_ships_co2,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
co2_emissions_of_imported_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
co2_emissions_of_imported_hydrogen_future,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5
co2_emissions_of_imported_liquid_hydrogen_future,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5
co2_emissions_of_imported_lohc_future,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0
co2_emissions_of_imported_ammonia_future,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0
investment_costs_combustion_coal_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_combustion_coal_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_chp_ultra_supercritical_coal_electricity,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
efficiency_energy_chp_ultra_supercritical_coal_heat,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_energy_chp_ultra_supercritical_cofiring_coal_electricity,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
efficiency_energy_chp_ultra_supercritical_cofiring_coal_heat,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
efficiency_energy_power_combined_cycle_coal,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_energy_power_supercritical_coal,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_energy_power_ultra_supercritical_coal,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
efficiency_energy_power_ultra_supercritical_cofiring_coal,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
efficiency_industry_chp_ultra_supercritical_coal_electricity,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_industry_chp_ultra_supercritical_coal_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment_costs_combustion_gas_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_combustion_gas_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_power_combined_cycle_network_gas,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
efficiency_energy_power_turbine_network_gas,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
efficiency_energy_power_ultra_supercritical_network_gas,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
efficiency_energy_power_engine_network_gas,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
efficiency_energy_chp_combined_cycle_network_gas_electricity,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
efficiency_energy_chp_combined_cycle_network_gas_heat,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_energy_chp_local_engine_network_gas_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_energy_chp_local_engine_network_gas_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
efficiency_industry_chp_combined_cycle_gas_power_fuelmix_electricity,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
efficiency_industry_chp_combined_cycle_gas_power_fuelmix_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_industry_chp_engine_gas_power_fuelmix_electricity,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_industry_chp_engine_gas_power_fuelmix_heat,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
efficiency_industry_chp_turbine_gas_power_fuelmix_electricity,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
efficiency_industry_chp_turbine_gas_power_fuelmix_heat,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_agriculture_chp_engine_dispatchable_network_gas_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_agriculture_chp_engine_dispatchable_network_gas_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
efficiency_agriculture_chp_engine_must_run_network_gas_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_agriculture_chp_engine_must_run_network_gas_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
investment_costs_combustion_oil_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_combustion_oil_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_power_ultra_supercritical_crude_oil,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
efficiency_energy_power_engine_diesel,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
investment_costs_nuclear_nuclear_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_nuclear_nuclear_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment_costs_nuclear_small_modular_reactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_nuclear_small_modular_reactor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_power_nuclear_gen2_uranium_oxide,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
efficiency_energy_power_nuclear_gen3_uranium_oxide,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
efficiency_energy_power_nuclear_small_modular_reactor_uranium_oxide,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
investment_costs_wind_onshore,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
om_costs_wind_onshore,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
investment_costs_wind_offshore,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
om_costs_wind_offshore,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
investment_costs_solar_solar_panels,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0
investment_costs_solar_concentrated_solar_power,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
efficiency_energy_power_solar_pv_solar_radiation,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
investment_costs_water_river,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_water_river,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment_costs_water_mountains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_water_mountains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment_costs_combustion_biomass_plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_combustion_biomass_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_chp_local_wood_pellets_electricity,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
efficiency_energy_chp_local_wood_pellets_heat,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0
efficiency_energy_chp_local_engine_biogas_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_energy_chp_local_engine_biogas_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
flh_of_energy_power_wood_pellets_ccs_must_run,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
flh_of_energy_chp_local_mt_wood_pellets_ccs_must_run,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
flh_of_energy_chp_local_ht_wood_pellets_ccs_must_run,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
efficiency_industry_chp_wood_pellets_electricity,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
efficiency_industry_chp_wood_pellets_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_agriculture_chp_wood_pellets_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_agriculture_chp_wood_pellets_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
efficiency_agriculture_chp_engine_biogas_electricity,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
efficiency_agriculture_chp_engine_biogas_heat,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
investment_costs_combustion_waste_incinerator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_combustion_waste_incinerator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_power_supercritical_waste_mix,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
efficiency_energy_chp_supercritical_waste_mix_electricity,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_energy_chp_supercritical_waste_mix_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment_costs_combustion_hydrogen_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
om_costs_combustion_hydrogen_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_energy_power_turbine_hydrogen,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
efficiency_energy_power_combined_cycle_hydrogen,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
efficiency_industry_chp_turbine_hydrogen_electricity,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
efficiency_industry_chp_turbine_hydrogen_heat,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
costs_infrastructure_electricity_lv_net,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0
costs_infrastructure_electricity_lv_mv_trafo,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
costs_infrastructure_electricity_mv_net,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0
costs_infrastructure_electricity_mv_hv_trafo,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
costs_infrastructure_electricity_hv_net,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0
